0	3000	0	0
50	3003	21881	0
100	3006	21761	1
150	3009	21589	2
200	3012	21423	3
250	3015	21260	5
300	3018	21097	8
350	3021	20937	11
400	3025	20778	14
450	3028	20621	17
499	3031	20465	21
549	3034	20311	26
599	3037	20158	31
649	3040	20007	36
699	3043	19858	41
750	3047	19710	47
800	3050	19563	54
850	3053	19418	60
900	3056	19275	67
950	3059	19132	75
1000	3062	18992	82
1050	3065	18852	90
1100	3068	18715	99
1150	3072	18578	108
1200	3075	18443	117
1250	3078	18309	126
1300	3081	18177	136
1350	3084	18046	146
1400	3087	17916	157
1450	3090	17788	168
1500	3093	17660	179
1550	3096	17534	190
1600	3099	17410	202
1650	3102	17286	214
1700	3106	17164	227
1750	3109	17043	239
1800	3112	16924	252
1850	3115	16805	266
1900	3118	16688	280
1950	3121	16572	294
2000	3124	16456	308
2050	3127	16343	322
2100	3130	16230	337
2150	3133	16118	352
2200	3136	16008	368
2250	3139	15898	384
2300	3142	15790	400
2350	3145	15683	416
2400	3148	15576	433
2450	3151	15471	450
2500	3154	15367	467
2550	3157	15264	484
2600	3160	15162	502
2650	3163	15061	520
2700	3166	14960	538
2750	3169	14861	557
2800	3172	14763	575
2850	3175	14666	594
2900	3178	14570	614
2950	3181	14474	633
3000	3184	14380	653
3050	3186	14286	673
3100	3189	14194	694
3150	3192	14102	714
3200	3195	14011	735
3250	3198	13922	756
3300	3201	13833	777
3350	3204	13744	799
3400	3207	13657	821
3450	3210	13571	843
3500	3212	13485	865
3550	3215	13400	887
3600	3218	13316	910
3650	3221	13233	933
3700	3224	13150	956
3750	3226	13069	979
3800	3229	12988	1003
3850	3232	12908	1027
3900	3235	12828	1051
3950	3238	12750	1075
4000	3240	12672	1100
4050	3243	12595	1124
4100	3246	12518	1149
4150	3249	12443	1174
4200	3251	12368	1200
4250	3254	12294	1225
4300	3257	12220	1251
4350	3259	12147	1277
4400	3262	12075	1303
4450	3265	12003	1329
4500	3267	11933	1356
4550	3270	11862	1382
4600	3273	11793	1409
4650	3275	11724	1437
4700	3278	11656	1464
4750	3281	11588	1491
4800	3283	11521	1519
4850	3286	11454	1547
4900	3288	11389	1575
4950	3291	11323	1603
5000	3293	11259	1632
5050	3296	11195	1660
5100	3298	11131	1689
5150	3301	11068	1718
5200	3303	11006	1747
5250	3306	10944	1776
5300	3308	10883	1806
5350	3311	10822	1836
5400	3313	10762	1865
5450	3316	10703	1895
5500	3318	10644	1926
5550	3321	10585	1956
5600	3323	10527	1986
5650	3325	10469	2017
5700	3328	10412	2048
5750	3330	10356	2079
5800	3333	10300	2110
5850	3335	10244	2141
5900	3337	10189	2173
5950	3339	10135	2205
6000	3342	10081	2236
6050	3344	10027	2268
6100	3346	9974	2300
6150	3349	9921	2333
6200	3351	9869	2365
6250	3353	9817	2398
6300	3355	9765	2430
6350	3357	9714	2463
6400	3360	9664	2496
6450	3362	9614	2529
6500	3364	9564	2563
6550	3366	9515	2596
6600	3368	9466	2630
6650	3370	9417	2663
6700	3372	9369	2697
6750	3375	9321	2731
6800	3377	9274	2765
6850	3379	9227	2800
6900	3381	9181	2834
6950	3383	9134	2868
7000	3385	9089	2903
7050	3387	9043	2938
7100	3389	8998	2973
7150	3391	8953	3008
7200	3393	8909	3043
7250	3395	8865	3078
7300	3396	8821	3114
7350	3398	8778	3149
7400	3400	8735	3185
7450	3402	8692	3221
7500	3404	8650	3257
7550	3406	8608	3293
7600	3408	8566	3329
7650	3409	8525	3365
7700	3411	8484	3402
7750	3413	8443	3438
7800	3415	8402	3475
7850	3417	8362	3512
7900	3418	8322	3549
7950	3420	8283	3586
8000	3422	8243	3623
8050	3423	8204	3660
8100	3425	8166	3697
8150	3427	8127	3735
8200	3428	8089	3772
8250	3430	8051	3810
8300	3431	8014	3848
8350	3433	7976	3886
8400	3435	7939	3924
8450	3436	7911	3962
8500	3438	7878	4000
8550	3439	7843	4038
8600	3441	7807	4076
8650	3442	7771	4115
8718	3444	7729	4168
8787	3446	7681	4221
8856	3448	7632	4275
8925	3450	7584	4328
9025	3453	7528	4407
9125	3455	7460	4486
9225	3458	7393	4565
9325	3460	7326	4644
9425	3463	7261	4724
9525	3465	7196	4804
9625	3467	7132	4885
9725	3469	7069	4966
9825	3472	7007	5047
9925	3474	6945	5128
10025	3476	6884	5210
10125	3477	6824	5293
10199	3479	6771	5354
10200	3479	6794	5354
10200	3479	6794	5354
10250	3480	6721	5396
10300	3481	6693	5437
10350	3481	6664	5479
10400	3482	6641	5520
10450	3483	6616	5562
10500	3484	6588	5604
10550	3485	6560	5646
10609	3485	6529	5695
10668	3486	6496	5745
10727	3487	6463	5795
10786	3488	6430	5844
10886	3489	6388	5929
10986	3490	6333	6014
11086	3492	6279	6099
11186	3493	6225	6184
11286	3494	6172	6270
11386	3495	6119	6356
11486	3495	6067	6442
11586	3496	6015	6528
11686	3497	5964	6615
11786	3497	5913	6702
11886	3498	5863	6789
11986	3498	5813	6876
12086	3499	5764	6964
12186	3499	5715	7052
12286	3499	5666	7140
12386	3499	5618	7228
12486	3499	5570	7317
12586	3499	5523	7405
12686	3499	5476	7494
12786	3499	5429	7583
12886	3499	5382	7673
12986	3499	5336	7762
13086	3498	5291	7852
13186	3498	5245	7942
13286	3497	5200	8032
13386	3496	5156	8122
13486	3496	5111	8212
13586	3495	5067	8303
13686	3494	5023	8394
13786	3493	4980	8484
13886	3492	4937	8575
13986	3491	4894	8667
14086	3490	4851	8758
14186	3488	4809	8849
14286	3487	4767	8941
14386	3486	4725	9033
14486	3484	4683	9125
14586	3482	4642	9217
14686	3481	4600	9309
14786	3479	4560	9401
14886	3477	4519	9493
14986	3475	4478	9586
15086	3473	4438	9679
15186	3471	4398	9771
15286	3469	4358	9864
15386	3467	4319	9957
15486	3465	4279	10050
15586	3462	4240	10143
15686	3460	4201	10237
15786	3457	4162	10330
15886	3455	4124	10423
15986	3452	4086	10517
16086	3450	4047	10610
16186	3447	4009	10704
16286	3444	3972	10798
16386	3441	3934	10892
16486	3438	3897	10986
16586	3435	3859	11079
16686	3432	3822	11173
16786	3429	3786	11268
16886	3425	3749	11362
16986	3422	3712	11456
17086	3419	3676	11550
17186	3415	3640	11644
17286	3412	3604	11739
17386	3408	3568	11833
17486	3405	3533	11927
17586	3401	3497	12022
17686	3397	3462	12116
17786	3393	3427	12211
17886	3389	3392	12305
17986	3385	3357	12400
18086	3381	3323	12494
18186	3377	3288	12589
18286	3373	3254	12684
18386	3369	3220	12778
18486	3365	3186	12873
18586	3360	3153	12968
18686	3356	3119	13062
18786	3351	3086	13157
18886	3347	3053	13252
18986	3342	3020	13346
19086	3338	2987	13441
19186	3333	2954	13536
19286	3328	2922	13630
19386	3324	2890	13725
19486	3319	2857	13819
19586	3314	2826	13914
19686	3309	2794	14009
19786	3304	2762	14103
19886	3299	2731	14198
19986	3294	2700	14292
20086	3289	2669	14387
20186	3284	2638	14481
20286	3279	2608	14576
20386	3273	2577	14670
20486	3268	2547	14764
20586	3263	2517	14859
20686	3257	2487	14953
20786	3252	2458	15047
20886	3247	2428	15141
20986	3241	2399	15235
21086	3236	2370	15329
21186	3230	2341	15423
21286	3224	2313	15517
21386	3219	2284	15611
21486	3213	2256	15705
21586	3207	2228	15799
21686	3202	2200	15893
21786	3196	2173	15986
21886	3190	2145	16080
21986	3184	2118	16174
22086	3178	2091	16267
22186	3173	2065	16360
22286	3167	2038	16454
22386	3161	2012	16547
22486	3155	1986	16640
22586	3149	1960	16733
22686	3143	1935	16826
22786	3137	1910	16919
22886	3131	1884	17012
22986	3125	1860	17105
23086	3119	1835	17197
23186	3112	1811	17290
23286	3106	1787	17382
23386	3100	1763	17475
23486	3094	1739	17567
23586	3088	1716	17659
23686	3082	1693	17751
23786	3075	1670	17843
23886	3069	1647	17935
23986	3063	1625	18027
24086	3057	1603	18119
24186	3051	1581	18210
24286	3044	1559	18302
24386	3038	1538	18393
24486	3032	1517	18484
24586	3025	1496	18575
24686	3019	1475	18666
24786	3013	1455	18757
24886	3007	1435	18848
24986	3000	1415	18939
25086	2994	1396	19029
25186	2988	1377	19120
25286	2982	1358	19210
25386	2975	1339	19300
25486	2969	1321	19391
25586	2963	1303	19480
25686	2956	1285	19570
25786	2950	1268	19660
25886	2944	1250	19750
25986	2938	1233	19839
26086	2931	1217	19928
26186	2925	1201	20018
26286	2919	1185	20107
26386	2913	1169	20196
26486	2907	1153	20284
26586	2900	1138	20373
26686	2894	1123	20462
26786	2888	1109	20550
26886	2882	1095	20638
26986	2876	1081	20726
27086	2870	1067	20814
27186	2864	1054	20902
27286	2858	1041	20990
27386	2852	1028	21078
27486	2846	1016	21165
27586	2840	1004	21252
27686	2834	992	21340
27786	2828	981	21427
27886	2822	969	21513
27986	2816	959	21600
28086	2810	948	21687
28186	2805	938	21773
28286	2799	928	21860
28386	2793	919	21946
28486	2787	909	22032
28586	2782	900	22118
28686	2776	892	22203
28786	2770	884	22289
28886	2765	876	22374
28986	2759	868	22460
29086	2754	861	22545
29186	2748	854	22630
29286	2743	847	22715
29386	2738	841	22799
29486	2732	835	22884
29586	2727	829	22968
29686	2722	824	23053
29786	2717	819	23137
29886	2711	814	23221
29986	2706	810	23305
30086	2701	806	23388
30186	2696	802	23472
30286	2691	799	23555
30386	2686	796	23638
30486	2681	793	23722
30586	2677	791	23804
30686	2672	789	23887
30786	2667	787	23970
30886	2662	786	24052
30986	2658	785	24135
31086	2653	784	24217
31186	2649	783	24299
31286	2644	783	24381
31386	2640	784	24463
31486	2636	784	24545
31586	2631	785	24626
31686	2627	786	24707
31786	2623	788	24789
31886	2619	790	24870
31986	2615	792	24951
32086	2611	794	25031
32186	2607	797	25112
32286	2603	800	25193
32386	2599	804	25273
32486	2595	808	25353
32586	2592	812	25433
32686	2588	816	25513
32786	2585	821	25593
32886	2581	826	25673
32986	2578	832	25752
33086	2574	837	25832
33186	2571	843	25911
33286	2568	850	25990
33386	2565	856	26069
33486	2562	863	26148
33586	2559	870	26227
33686	2556	878	26306
33786	2553	886	26384
33886	2550	894	26463
33986	2547	903	26541
34086	2545	911	26619
34186	2542	920	26697
34286	2540	930	26775
34386	2537	939	26853
34486	2535	949	26930
34586	2533	960	27008
34686	2530	970	27085
34786	2528	981	27163
34886	2526	992	27240
34986	2524	1004	27317
35086	2522	1015	27394
35186	2520	1027	27471
35286	2519	1039	27547
35386	2517	1052	27624
35486	2515	1065	27700
35586	2514	1078	27777
35686	2512	1091	27853
35786	2511	1105	27929
35886	2510	1119	28005
35986	2509	1133	28081
36086	2507	1147	28157
36186	2506	1162	28233
36286	2505	1177	28309
36386	2504	1192	28384
36486	2504	1207	28460
36586	2503	1223	28535
36686	2502	1239	28610
36786	2502	1255	28686
36886	2501	1271	28761
36986	2501	1288	28836
37086	2500	1305	28911
37186	2500	1322	28986
37286	2500	1339	29060
37386	2500	1357	29135
37486	2500	1374	29210
37586	2500	1392	29284
37686	2500	1410	29359
37786	2500	1429	29433
37886	2500	1447	29507
37986	2500	1466	29582
38086	2501	1485	29656
38186	2501	1505	29730
38286	2502	1524	29804
38386	2503	1544	29878
38486	2503	1563	29952
38586	2504	1583	30026
38686	2505	1604	30099
38786	2506	1624	30173
38886	2507	1645	30247
38986	2508	1665	30320
39086	2509	1686	30394
39186	2511	1707	30467
39286	2512	1728	30541
39386	2513	1750	30614
39486	2515	1771	30687
39586	2517	1793	30761
39686	2518	1815	30834
39786	2520	1837	30907
39886	2522	1859	30980
39986	2524	1882	31054
40086	2526	1904	31127
40186	2528	1927	31200
40286	2530	1949	31273
40386	2532	1972	31346
40486	2534	1995	31419
40586	2537	2018	31492
40686	2539	2041	31565
40786	2542	2065	31637
40886	2544	2088	31710
40986	2547	2112	31783
41086	2549	2135	31856
41186	2552	2159	31929
41286	2555	2183	32002
41386	2558	2207	32074
41486	2561	2231	32147
41586	2564	2255	32220
41686	2567	2279	32293
41786	2570	2303	32366
41886	2574	2327	32438
41986	2577	2352	32511
42086	2580	2376	32584
42186	2584	2401	32657
42286	2587	2425	32729
42386	2591	2450	32802
42486	2594	2474	32875
42586	2598	2499	32948
42686	2602	2524	33021
42786	2606	2548	33093
42886	2610	2573	33166
42986	2614	2598	33239
43086	2618	2623	33312
